108,463
49,215
453,1871
411,1691
442,1821
236,967
85,355
327,1341
408,1667
47,205
183,749
276,1129
169,699
140,583
376,1581
43,211
25,119
9,53
104,541
388,1573
178,813
277,1155
10,55
220,915
407,1651
59,273
19,113
486,1963
107,471
204,849
369,1533
424,1751
385,1565
420,1697
201,853
88,421
393,1617
164,689
233,947
324,1313
9,53
41,203
390,1601
35,207
294,1195
474,1913
432,1753
274,1119
22,117
299,1219
183,873
437,1789
29,133
77,325
154,649
57,255
341,1383
391,1669
83,485
359,1487
141,587
482,2051
67,295
208,893
312,1269
93,411
292,1185
38,177
252,1031
341,1389
38,205
177,729
258,1055
121,505
375,1531
166,715
164,741
382,1545
120,499
235,975
355,1445
496,2173
88,371
158,649
260,1339
419,1743
455,1883
50,231
371,1501
61,265
22,119
243,989
331,1363
383,1615
208,861
213,899
203,833
124,521
469,1901
285,1155
