822,2473
149,454
359,1084
410,1237
264,799
744,2239
792,2383
522,1573
282,853
260,787
39,124
305,922
90,277
431,1300
971,2920
281,850
65,202
673,2026
88,271
551,1660
962,2893
562,1693
755,2272
323,976
23,76
591,1780
443,1336
327,988
620,1867
331,1000
550,1657
448,1351
471,1420
515,1552
639,1924
300,907
18,61
176,535
133,406
456,1375
23,76
561,1690
267,808
277,838
205,622
946,2845
149,454
243,736
914,2749
478,1441
726,2185
337,1018
510,1537
167,508
914,2749
982,2953
830,2497
358,1081
878,2641
476,1435
810,2437
602,1813
324,979
27,88
639,1924
855,2572
399,1204
545,1642
118,361
925,2782
48,151
89,274
213,646
702,2113
230,697
494,1489
50,157
84,259
838,2521
936,2815
560,1687
727,2188
535,1612
109,334
413,1246
960,2887
134,409
984,2959
255,772
562,1693
553,1666
55,172
280,847
743,2236
762,2293
584,1759
961,2890
265,802
749,2254
813,2446
764,2299
192,583
338,1021
412,1243
665,2002
236,715
867,2608
130,397
105,322
797,2398
175,532
961,2890
199,604
828,2491
88,271
746,2245
835,2512
255,772
478,1441
535,1612
72,223
867,2608
872,2623
846,2545
72,223
624,1879
860,2587
334,1009
997,2998
66,205
327,988
196,595
85,262
599,1804
133,406
846,2545
922,2773
139,424
849,2554
581,1750
976,2935
268,811
214,649
744,2239
753,2266
417,1258
82,253
752,2263
864,2599
