102,4591
2,3
228,14284
159,8600
226,14054
175,9837
473,38699
189,10942
102,4461
38,1012
362,27055
199,11793
487,40210
137,6997
332,23791
426,33645
287,19758
188,10950
366,27216
313,22088
181,10202
95,4083
279,18928
356,26364
159,8578
221,13698
258,16917
373,27913
44,1286
214,13122
133,6647
461,37209
313,22195
412,31995
452,36277
227,14272
142,7332
401,30927
165,8943
490,40565
278,18745
232,14682
462,37366
375,28340
462,37368
24,459
324,23430
445,35530
245,15715
122,5856
176,9803
463,37664
4,22
259,17030
443,35345
31,702
423,33178
327,23689
198,11761
375,28183
363,27042
15,219
337,24606
135,6729
70,2518
438,34941
368,27605
344,25223
488,40302
92,3921
211,12850
181,10430
346,25525
385,29619
70,2594
299,20657
338,24548
460,37430
499,41650
270,17987
175,9956
127,6115
314,22282
150,7790
61,2040
101,4425
350,25829
211,12764
498,41329
184,10581
33,769
487,39998
246,15856
280,19021
445,35840
430,33979
428,33556
470,38403
292,20208
298,20580
423,33154
271,18152
151,7957
89,3664
327,23682
81,3185
370,27795
180,10238
160,8574
389,29701
314,22182
285,19378
274,18592
135,6880
451,36537
14,199
368,27647
145,7584
472,38483
172,9675
297,20588
350,25791
46,1350
161,8754
492,40893
262,17264
266,17873
442,35490
240,15228
73,2729
428,33769
163,8886
20,348
313,22325
251,16092
425,33682
476,38910
212,12846
63,2170
82,3222
86,3497
15,210
68,2402
465,37888
132,6569
329,23548
117,5462
23,468
323,23285
405,31571
229,14302
249,16097
362,27078
315,22322
475,38830
368,27546
118,5500
269,17955
454,36670
433,34669
203,12058
451,36404
12,139
307,21526
352,25959
280,19063
185,10497
65,2304
220,13403
278,18934
449,36176
361,26846
67,2419
100,4314
68,2477
178,10104
281,19195
138,6869
217,13308
71,2638
215,13096
17,268
126,6183
151,8014
237,14934
228,14225
293,20109
365,27219
49,1497
159,8596
305,21315
444,35514
48,1429
275,18673
472,38461
68,2497
338,24715
129,6424
129,6346
125,6028
142,7341
91,3816
214,13080
228,14319
250,16047
194,11404
251,16336
175,9878
443,35218
261,17286
71,2623
28,588
79,3114
63,2180
367,27444
116,5452
169,9288
103,4508
387,29740
471,38413
69,2515
190,11047
161,8844
456,36829
116,5431
252,16348
159,8603
392,29968
78,2985
214,13157
197,11589
120,5632
452,36266
143,7246
74,2798
132,6567
469,38224
348,25499
47,1441
64,2212
252,16339
209,12614
496,41170
24,451
276,18587
460,37254
6,48
409,31836
409,31763
398,30785
376,28515
3,11
88,3694
227,14126
10,102
96,4242
25,524
437,34764
319,22686
88,3540
200,11776
317,22504
276,18555
55,1832
281,18984
348,25410
186,10764
137,6955
173,9554
414,32325
106,4852
328,23543
143,7384
397,30450
430,34027
287,19773
115,5411
386,29492
284,19459
271,18059
212,12732
58,1950
7,56
69,2565
462,37614
436,34703
21,374
422,33134
327,23385
173,9592
1,0
186,10773
305,21496
289,19866
84,3415
117,5449
167,9197
36,927
235,14831
484,39757
417,32636
156,8320
22,396
457,36839
126,6074
103,4623
424,33393
175,9799
406,31524
86,3526
70,2614
7,59
362,27025
90,3775
150,8029
405,31435
183,10368
194,11201
347,25370
358,26376
498,41593
369,27749
222,13587
10,106
54,1713
229,14269
329,23744
25,507
231,14479
236,14828
372,27980
